order_id,product_id,category,product_price,freight_value,payment_gap,price_zscore
002c9def9c9b951b1bec6d50753c9891,2d9ff06c8870a518f5f6909774e140fb,housewares,78.0,8.9,86.9,0.2297864527940718
002c9def9c9b951b1bec6d50753c9891,2d9ff06c8870a518f5f6909774e140fb,housewares,78.0,8.9,86.9,0.2297864527940718
002f98c0f7efd42638ed6100ca699b42,d41dc2f2979f52d75d78714b378d4068,consoles_games,8.99,32.57,52.06,0.6090553828900251
000576fe39319847cbb9d288c5617fa6,557d850972a7d6f792fd18ae1400d9b6,garden_tools,810.0,70.75,0.0,3.7931791584251395
0008288aa423d2a3f00fcb17cd7d8719,368c6c730842d78016ad823897a372db,garden_tools,49.9,13.37,63.27000000000001,0.3842199687438803
0008288aa423d2a3f00fcb17cd7d8719,368c6c730842d78016ad823897a372db,garden_tools,49.9,13.37,63.27000000000001,0.3842199687438803
00143d0f86d6fbd9f9b38ab440ac16f5,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,21.33,15.1,72.86000000000001,0.5412365363839526
00143d0f86d6fbd9f9b38ab440ac16f5,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,21.33,15.1,72.86000000000001,0.5412365363839526
00143d0f86d6fbd9f9b38ab440ac16f5,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,21.33,15.1,72.86000000000001,0.5412365363839526
0017afd5076e074a48f1f1a4c7bac9c5,fe59a1e006df3ac42bf0ceb876d70969,computers_accessories,809.1,44.29,0.0,3.7882328892310175
001ab0a7578dd66cd4b0a71f5b6e1e41,0b0172eb0fd18479d29c3bc122c058c2,electronics,24.89,17.63,85.04,0.5216712937938701
001ab0a7578dd66cd4b0a71f5b6e1e41,0b0172eb0fd18479d29c3bc122c058c2,electronics,24.89,17.63,85.04,0.5216712937938701
001ab0a7578dd66cd4b0a71f5b6e1e41,0b0172eb0fd18479d29c3bc122c058c2,electronics,24.89,17.63,85.04,0.5216712937938701
005059edee63c8c708ba61910793b31b,84f456958365164420cfc80fbe4c7fab,bed_bath_table,92.0,17.89,109.89,0.1528444875521743
005059edee63c8c708ba61910793b31b,84f456958365164420cfc80fbe4c7fab,bed_bath_table,92.0,17.89,109.89,0.1528444875521743
00526a9d4ebde463baee25f386963ddc,0c4a0f8ab44f9acd2d04e7024f9ba362,food,33.89,8.4,126.87,0.47220860185265023
00526a9d4ebde463baee25f386963ddc,0c4a0f8ab44f9acd2d04e7024f9ba362,food,33.89,8.4,126.87,0.47220860185265023
00526a9d4ebde463baee25f386963ddc,0c4a0f8ab44f9acd2d04e7024f9ba362,food,33.89,8.4,126.87,0.47220860185265023
00526a9d4ebde463baee25f386963ddc,0c4a0f8ab44f9acd2d04e7024f9ba362,food,33.89,8.4,126.87,0.47220860185265023
00571ded73b3c061925584feab0db425,8695c431b31927efef5343e675f279e7,perfumery,179.9,15.01,194.91,0.33024113707373925
00571ded73b3c061925584feab0db425,8695c431b31927efef5343e675f279e7,perfumery,179.9,15.01,194.91,0.33024113707373925
005d9a5423d47281ac463a968b3936fb,fb7a100ec8c7b34f60cec22b1a9a10e0,toys,49.99,18.12,77.14999999999999,0.3837253418244681
005d9a5423d47281ac463a968b3936fb,4c3ae5db49258df0784827bdacf3b396,baby,24.99,13.58,106.69,0.5211217083278565
005d9a5423d47281ac463a968b3936fb,4c3ae5db49258df0784827bdacf3b396,baby,24.99,13.58,106.69,0.5211217083278565
0030ff924c38549807645976adeef2c0,bd7cab8de4d7943286634023cc06f8ff,baby,225.0,67.24,0.0,0.5781041822458518
003324c70b19a16798817b2b3640e721,2b939dc9b176d7fa21594d588815d4a4,luggage_accessories,102.9,14.45,117.34999999999998,0.09293967175669696
003324c70b19a16798817b2b3640e721,2b939dc9b176d7fa21594d588815d4a4,luggage_accessories,102.9,14.45,117.34999999999998,0.09293967175669696
00337fe25a3780b3424d9ad7c5a4b35e,1f9799a175f50c9fa725984775cac5c5,bed_bath_table,59.9,9.94,69.84,0.329261422142525
00337fe25a3780b3424d9ad7c5a4b35e,13944d17b257432717fd260e69853140,bed_bath_table,59.9,9.94,69.84,0.329261422142525
003822434f91204da0a51fe4cf2aba18,99e71b776debf2f01a69dce207e3e4f8,perfumery,69.0,18.58,87.58,0.2792491447352916
003822434f91204da0a51fe4cf2aba18,99e71b776debf2f01a69dce207e3e4f8,perfumery,69.0,18.58,87.58,0.2792491447352916
003f201cdd39cdd59b6447cff2195456,656e0eca68dcecf6a31b8ececfabe3e8,computers_accessories,85.0,17.03,102.03,0.19131547017312306
003f201cdd39cdd59b6447cff2195456,656e0eca68dcecf6a31b8ececfabe3e8,computers_accessories,85.0,17.03,102.03,0.19131547017312306
0066a1fdaee16ad5022c5ef979d0b661,2fb0efd1f61f186ffdda9e8ec70f27f2,baby,139.0,87.28,0.0,0.10546068147419582
0068c109948b9a1dfb8530d1978acef3,525f8fbde09c9bf777025c3141fbbc6e,air_conditioning,35.9,15.79,51.69,0.4611619339857778
0068c109948b9a1dfb8530d1978acef3,525f8fbde09c9bf777025c3141fbbc6e,air_conditioning,35.9,15.79,51.69,0.4611619339857778
0071ee2429bc1efdc43aa3e073a5290e,00ffe57f0110d73fd84d162252b2c784,housewares,179.98,12.46,92.44,0.33068080544655
0078a358a14592b887eb140ef515f5ab,722f84416177a451c3be217ef8ffa082,furniture_decor,253.52,82.86,0.0,0.7348459571529173
00946f674d880be1f188abc10ad7cf46,4dcb49b9ca7e48d2f108d40caa77caa2,pet_shop,99.9,18.57,114.25,0.10942723573710357
00946f674d880be1f188abc10ad7cf46,9bb2d066e4b33b624cbdfec7d50b3dcb,pet_shop,99.9,14.35,118.47,0.10942723573710357
0097f0545a302aafa32782f1734ff71c,b6397895a17ce86decd60b898b459796,garden_tools,158.0,10.68,339.15999999999997,0.20988192001677097
0097f0545a302aafa32782f1734ff71c,636598095d69a5718e67d2c9a3c7dde6,garden_tools,308.0,31.16,168.67999999999995,1.0342601190371012
00471463a6106056c1a2a809f70de640,9df0e8a7eef2a38b74e6d5c0e224b11f,furniture_decor,179.99,85.97,5.684341886080802e-14,0.33073576399315147
00b6e66f005a657a6b13eedcacdf9342,e7cc48a9daff5436f63d3aad9426f28b,telephony,199.0,39.66,238.66,0.4352119610823279
00b6e66f005a657a6b13eedcacdf9342,e7cc48a9daff5436f63d3aad9426f28b,telephony,199.0,39.66,238.66,0.4352119610823279
00bcee890eba57a9767c7b5ca12d3a1b,6c90c0f6c2d89eb816b9e205b9d6a36a,computers_accessories,165.5,15.8,591.2,0.2511008299677875
00bcee890eba57a9767c7b5ca12d3a1b,b7d94dc0640c7025dc8e3b46b52d8239,computers_accessories,175.91,52.69,543.9,0.3083126769797984
00bcee890eba57a9767c7b5ca12d3a1b,d143bf43abb18593fa8ed20cc990ae84,computers_accessories,165.5,15.8,591.2,0.2511008299677875
00bcee890eba57a9767c7b5ca12d3a1b,55939df5d8d2b853fbc532bf8a00dc32,computers_accessories,165.5,15.8,591.2,0.2511008299677875
00bd50cdd31bd22e9081e6e2d5b3577b,e70f7c188cd2c0f01a1f6b35411cc481,watches_gifts,78.0,7.8,80.92,0.2297864527940718
00c00d5b36157595e21108ba1da2828f,7933eeb8cf79ae899bfac71c0edb076d,furniture_decor,139.85,16.61,156.46000000000004,0.11013215793531099
00c00d5b36157595e21108ba1da2828f,7933eeb8cf79ae899bfac71c0edb076d,furniture_decor,139.85,16.61,156.46000000000004,0.11013215793531099
009905140e9f8cc35d5be897937381db,06edb72f1e0c64b14c5b79353f7abea3,bed_bath_table,39.99,18.23,58.22,0.43868388842582345
009905140e9f8cc35d5be897937381db,06edb72f1e0c64b14c5b79353f7abea3,bed_bath_table,39.99,18.23,58.22,0.43868388842582345
00a57dfbb049fbaae10763e2cf15f797,56cdfe67fbda57c1dcc752f5f361f981,computers_accessories,89.9,22.56,224.92,0.1643857823384589
